Hs in m, Tp in sec, Dp in deg, Depth in m

 yr,  mo,  da,  hr,  mn,  sc,  Hs,  H1/10, H1/3, Hmax,  Tp, T1/10, T1/3, Tmax,   Dp,  Depth,     CM,       CD
22,10,15,20,19,06,0.84,1.05,0.87,1.28, 9.8, 7.3, 7.2, 7.9, 157, 12.620,   0.082,   242
22,10,15,22,19,06,0.95,1.16,1.02,1.42, 7.5, 6.4, 6.2, 6.0, 160, 12.985,   0.220,   281
22,10,16,00,19,06,0.95,1.18,1.02,1.53, 7.5, 6.0, 5.8, 5.5, 182, 14.130,   0.246,   301
22,10,16,02,19,06,0.80,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 188, 14.816,   0.088,   277
22,10,16,04,19,06,0.69,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 161, 14.609,   0.106,   113
22,10,16,06,19,06,0.57,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 165, 13.672,   0.146,    88
22,10,16,08,19,06,0.65,0.88,0.77,1.08, 8.5, 7.2, 6.8, 7.1, 149, 12.951,   0.033,   118
22,10,16,10,19,06,0.60,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 167, 13.242,   0.126,   303
22,10,16,12,19,06,0.63,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 183, 14.304,   0.246,   296
22,10,16,14,19,06,0.54,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 169, 15.009,   0.116,   290
22,10,16,16,19,06,0.49,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 177, 14.924,   0.098,   115
22,10,16,18,19,06,0.44,0.71,0.61,0.85, 7.5, 7.1, 6.9, 6.5, 169, 13.934,   0.172,   104
22,10,16,20,19,06,0.40,0.68,0.55,0.83, 9.8, 6.8, 6.1, 7.8, 153, 12.846,   0.120,   134
22,10,16,22,19,06,0.37,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 165, 12.814,   0.099,   321
22,10,17,00,19,06,0.33,0.75,0.58,0.93, 6.7, 5.5, 5.5, 7.3, 133, 13.631,   0.181,   309
22,10,17,02,19,06,0.53,0.89,0.76,1.18, 9.8, 7.6, 7.3, 6.0, 181, 14.537,   0.218,   309
22,10,17,04,19,06,0.34,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 153, 14.715,   0.026,   117
22,10,17,06,19,06,0.31,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 148, 14.147,   0.178,   110
22,10,17,08,19,06,0.25,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 148, 13.223,   0.112,    94
22,10,17,10,19,06,0.31,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 160, 13.114,   0.034,   307
22,10,17,12,19,06,0.49,1.17,0.98,1.36, 8.5, 4.8, 4.2, 7.0, 176, 13.858,   0.173,   292
22,10,17,14,19,06,0.30,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 177, 14.747,   0.137,   281
22,10,17,16,19,06,0.34,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 169, 15.008,   0.038,   268
22,10,17,18,19,06,0.33,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 182, 14.442,   0.188,   124
22,10,17,20,19,06,0.33,-0.00,-0.00,-0.00, 3.5,-0.1,-0.1,-0.1, 160, 13.301,   0.167,    96
22,10,17,22,19,06,0.42,0.66,0.54,-0.00, 3.5, 4.6, 4.3,-0.1, 169, 12.792,   0.071,    60
22,10,18,00,19,06,0.29,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 176, 13.138,   0.142,   284
22,10,18,02,19,06,0.40,-0.00,-0.00,-0.00, 3.7,-0.1,-0.1,-0.1, 164, 14.120,   0.207,   294
22,10,18,04,19,06,0.31,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 160, 14.671,   0.069,   290
22,10,18,06,19,06,0.52,-0.00,-0.00,-0.00, 3.3,-0.1,-0.1,-0.1, 160, 14.509,   0.113,   103
22,10,18,08,19,06,0.52,-0.00,-0.00,-0.00, 5.6,-0.1,-0.1,-0.1, 171, 13.767,   0.174,   104
22,10,18,10,19,06,0.75,0.97,0.87,1.37, 5.1, 3.9, 3.7, 7.1, 168, 13.121,   0.058,    86
22,10,18,12,19,06,0.67,-0.00,-0.00,-0.00, 4.4,-0.1,-0.1,-0.1, 187, 13.350,   0.095,   272
22,10,18,14,19,06,0.91,-0.00,-0.00,-0.00, 4.1,-0.1,-0.1,-0.1, 163, 14.334,   0.202,   289
22,10,18,16,19,06,0.91,-0.00,-0.00,-0.00, 3.9,-0.1,-0.1,-0.1, 164, 14.965,   0.110,   296
22,10,18,18,19,06,0.94,1.90,1.39,-0.00, 6.7,13.3, 9.8,-0.1, 204, 14.874,   0.080,   154
22,10,18,20,19,06,1.11,1.32,1.12,-0.00, 6.1, 4.9, 4.5,-0.1, 164, 14.020,   0.195,   139
22,10,18,22,19,06,1.06,1.34,1.11,1.77, 6.1, 5.0, 4.5, 4.4, 168, 12.991,   0.096,   151
22,10,19,00,19,06,1.17,1.38,1.19,1.76, 6.1, 4.9, 4.7, 5.3, 180, 12.938,   0.116,   242
22,10,19,02,19,06,1.46,-0.00,-0.00,-0.00, 4.4,-0.1,-0.1,-0.1, 148, 13.756,   0.187,   296
22,10,19,04,19,06,1.18,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 163, 14.591,   0.150,   287
22,10,19,06,19,06,0.91,1.35,1.09,-0.00,11.6, 9.3, 7.2,-0.1, 160, 14.785,   0.071,   241
22,10,19,08,19,06,1.41,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 186, 14.298,   0.109,   155
22,10,19,10,19,06,1.50,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 182, 13.392,   0.134,   161
22,10,19,12,19,06,1.32,1.50,1.29,1.74, 9.8, 7.0, 7.1, 7.0, 165, 13.124,   0.100,   207
22,10,19,14,19,06,1.44,1.69,1.39,2.44, 7.5, 6.8, 6.6, 6.5, 188, 13.870,   0.147,   285
22,10,19,16,19,06,0.91,1.09,0.95,1.34, 9.8, 5.4, 4.6, 5.5, 201, 14.688,   0.182,   288
22,10,19,18,19,06,0.96,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 183, 15.002,   0.013,   199
22,10,19,20,19,06,0.99,1.24,1.05,1.45,11.6, 8.9, 8.2, 6.5, 192, 14.456,   0.167,   118
22,10,19,22,19,06,0.85,1.09,0.92,1.29, 9.8, 8.4, 8.3, 9.0, 187, 13.288,   0.142,   125
22,10,20,00,19,06,0.89,1.08,0.91,1.34,11.6, 9.2, 9.0, 8.0, 140, 12.753,   0.041,   225
22,10,20,02,19,06,1.06,1.32,1.10,1.57, 8.5, 7.8, 7.5, 8.5, 156, 13.130,   0.173,   296
22,10,20,04,19,06,1.10,1.35,1.10,1.75,11.6, 8.6, 7.5, 8.0, 176, 14.151,   0.225,   310
22,10,20,06,19,06,0.85,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 182, 14.732,   0.094,   324
22,10,20,08,19,06,0.73,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 172, 14.560,   0.133,    98
22,10,20,10,19,06,0.62,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 164, 13.654,   0.228,   114
22,10,20,12,19,06,0.87,1.00,0.86,-0.00, 9.8, 6.3, 5.6,-0.1, 176, 12.940,   0.028,   120
22,10,20,14,19,06,0.77,1.02,0.92,-0.00, 7.5, 5.6, 5.0,-0.1, 200, 13.187,   0.097,   281
22,10,20,16,19,06,0.68,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 172, 14.216,   0.186,   312
22,10,20,18,19,06,0.65,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 171, 14.953,   0.125,   309
22,10,20,20,19,06,0.88,1.27,1.05,-0.00, 9.8,13.3, 8.0,-0.1, 160, 14.852,   0.144,    92
22,10,20,22,19,06,0.89,1.48,1.26,1.94, 3.9, 4.5, 3.8, 5.3, 181, 13.891,   0.186,   118
22,10,21,00,19,06,0.75,0.97,0.84,1.30, 8.5, 5.1, 5.0, 7.4, 187, 12.775,   0.067,   109
22,10,21,02,19,06,0.85,1.10,0.95,1.31, 8.5, 5.7, 5.4, 4.5, 171, 12.801,   0.126,   294
22,10,21,04,19,06,0.73,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 13.777,   0.228,   311
22,10,21,06,19,06,0.72,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 144, 14.702,   0.156,   312
22,10,21,08,19,06,0.67,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 208, 14.945,   0.038,    87
22,10,21,10,19,06,0.57,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 172, 14.178,   0.181,   112
22,10,21,12,19,06,0.48,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 168, 12.997,   0.127,   114
22,10,21,14,19,06,0.63,0.85,0.74,1.11, 6.7, 6.0, 5.5, 6.3, 186, 12.883,   0.026,   288
22,10,21,16,19,06,0.55,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 164, 13.775,   0.197,   298
22,10,21,18,19,06,0.49,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 200, 14.784,   0.156,   298
22,10,21,20,19,06,0.62,0.75,0.62,0.97, 7.5, 7.1, 6.5, 6.5, 168, 15.117,   0.049,   128
22,10,21,22,19,06,0.34,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 181, 14.402,   0.214,   115
22,10,22,00,19,06,0.28,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 164, 12.992,   0.191,   122
22,10,22,02,19,06,0.45,0.56,0.45,0.77, 7.5, 8.5, 7.5, 8.0, 172, 12.604,   0.033,   249
22,10,22,04,19,06,0.38,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 172, 13.263,   0.213,   304
22,10,22,06,19,06,0.39,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 181, 14.561,   0.230,   300
22,10,22,08,19,06,0.50,0.63,0.52,0.80, 6.7, 7.9, 7.5, 7.0, 197, 15.158,   0.017,   282
22,10,22,10,19,06,0.39,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 160, 14.682,   0.160,   115
22,10,22,12,19,06,0.33,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 176, 13.256,   0.194,   142
22,10,22,14,19,06,0.51,0.64,0.51,0.86, 7.5, 7.2, 7.1, 8.3, 192, 12.684,   0.035,   211
22,10,22,16,19,06,0.49,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 168, 13.132,   0.202,   288
22,10,22,18,19,06,0.52,0.88,0.77,1.16, 7.5, 4.8, 4.6, 7.9, 182, 14.504,   0.249,   292
22,10,22,20,19,06,0.39,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 168, 15.235,   0.132,   304
22,10,22,22,19,06,0.41,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 176, 14.871,   0.173,   116
22,10,23,00,19,06,0.32,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 13.379,   0.182,   124
22,10,23,02,19,06,0.33,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 168, 12.518,   0.046,   150
22,10,23,04,19,06,0.41,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 177, 12.880,   0.195,   289
22,10,23,06,19,06,0.39,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 160, 14.220,   0.329,   294
22,10,23,08,19,06,0.40,0.53,0.44,0.73, 6.1, 6.6, 6.3, 6.9, 187, 15.232,   0.155,   294
22,10,23,10,19,06,0.45,0.60,0.48,0.76, 8.5, 7.4, 6.7, 6.8, 160, 15.073,   0.167,   116
22,10,23,12,19,06,0.29,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 172, 13.790,   0.234,   138
22,10,23,14,19,06,0.28,0.39,0.31,0.54, 6.7, 6.8, 6.1, 7.6, 160, 12.599,   0.112,   195
22,10,23,16,19,06,0.45,0.61,0.51,0.74, 7.5, 6.1, 5.9, 6.0, 164, 12.797,   0.220,   282
22,10,23,18,19,06,0.42,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 156, 14.078,   0.299,   296
22,10,23,20,19,06,0.41,0.62,0.50,0.84, 6.7, 5.5, 4.9, 5.6, 156, 15.159,   0.149,   288
22,10,23,22,19,06,0.43,0.56,0.46,0.74, 7.5, 6.9, 6.4, 7.6, 163, 15.172,   0.124,   124
22,10,24,00,19,06,0.32,0.44,0.36,0.60, 6.7, 7.3, 6.7, 7.0, 165, 14.022,   0.240,   138
22,10,24,02,19,06,0.29,0.37,0.30,0.51, 6.7, 5.8, 5.0, 7.3, 164, 12.609,   0.152,   160
22,10,24,04,19,06,0.39,0.53,0.42,0.71, 6.7, 6.0, 5.4, 5.6, 164, 12.682,   0.237,   279
22,10,24,06,19,06,0.42,-0.00,-0.00,-0.00, 3.9,-0.1,-0.1,-0.1, 175, 13.880,   0.302,   302
22,10,24,08,19,06,0.27,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 172, 15.145,   0.192,   289
22,10,24,10,19,06,0.56,0.70,0.58,0.94, 5.6, 4.8, 4.4, 5.0, 188, 15.364,   0.068,   136
22,10,24,12,19,06,0.39,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 164, 14.351,   0.280,   129
22,10,24,14,19,06,0.30,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 172, 12.709,   0.154,   154
22,10,24,16,19,06,0.39,-0.00,-0.00,-0.00, 5.6,-0.1,-0.1,-0.1, 160, 12.494,   0.173,   268
22,10,24,18,19,06,0.42,-0.00,-0.00,-0.00, 3.9,-0.1,-0.1,-0.1, 159, 13.488,   0.318,   299
22,10,24,20,19,06,0.30,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 192, 14.882,   0.192,   293
22,10,24,22,19,06,0.29,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 216, 15.378,   0.004,   276
22,10,25,00,19,06,0.31,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 176, 14.524,   0.273,   121
22,10,25,02,19,06,0.22,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 12.846,   0.265,   148
22,10,25,04,19,06,0.30,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 164, 12.473,   0.117,   255
22,10,25,06,19,06,0.40,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 172, 13.306,   0.282,   300
22,10,25,08,19,06,0.39,1.07,0.83,1.34, 6.1, 4.0, 3.9, 2.8, 181, 14.917,   0.214,   293
22,10,25,10,19,06,0.51,0.85,0.69,1.25, 6.7, 8.0, 6.8,18.1, 186, 15.593,   0.028,   318
22,10,25,12,19,06,0.32,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 168, 14.861,   0.272,   126
22,10,25,14,19,06,0.25,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 152, 12.980,   0.244,   146
22,10,25,16,19,06,0.44,0.65,0.55,-0.00, 6.1,11.0, 5.3,-0.1, 172, 12.215,   0.172,   205
22,10,25,18,19,06,0.34,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 164, 12.843,   0.240,   293
22,10,25,20,19,06,0.35,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 176, 14.394,   0.304,   306
22,10,25,22,19,06,0.35,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 15.317,   0.091,   308
22,10,26,00,19,06,0.33,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 156, 14.934,   0.221,   110
22,10,26,02,19,06,0.27,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 160, 13.259,   0.267,   124
22,10,26,04,19,06,0.34,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 160, 12.356,   0.067,   165
22,10,26,06,19,06,0.58,0.89,0.76,1.11, 8.5, 6.5, 6.3, 5.6, 167, 12.857,   0.215,   296
22,10,26,08,19,06,0.48,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 172, 14.450,   0.394,   306
22,10,26,10,19,06,0.53,0.69,0.55,1.00, 8.5, 6.8, 5.8, 7.4, 177, 15.535,   0.155,   299
22,10,26,12,19,06,0.58,0.74,0.61,0.97, 8.5, 6.8, 6.1, 6.4, 200, 15.322,   0.183,   113
22,10,26,14,19,06,0.38,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 167, 13.649,   0.267,   131
22,10,26,16,19,06,0.41,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 160, 12.222,   0.149,   183
22,10,26,18,19,06,0.71,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 164, 12.451,   0.249,   288
22,10,26,20,19,06,0.91,-0.00,-0.00,-0.00, 3.5,-0.1,-0.1,-0.1, 177, 13.904,   0.423,   303
22,10,26,22,19,06,1.12,1.40,1.15,1.74, 5.6, 5.5, 5.5, 5.8, 164, 15.106,   0.183,   287
22,10,27,00,19,06,1.05,1.39,1.12,1.90, 7.5, 6.7, 6.7, 6.9, 168, 15.237,   0.084,   120
22,10,27,02,19,06,0.76,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 169, 13.999,   0.264,   124
22,10,27,04,19,06,0.60,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 160, 12.541,   0.103,   159
22,10,27,06,19,06,0.87,1.06,0.91,1.40, 7.5, 6.3, 6.3, 5.5, 172, 12.602,   0.143,   275
22,10,27,08,19,06,0.90,1.15,0.97,1.55, 8.5, 5.2, 5.2, 6.8, 172, 13.958,   0.311,   307
22,10,27,10,19,06,0.74,0.98,0.79,1.29, 8.5, 7.3, 7.0, 7.8, 172, 15.321,   0.230,   315
22,10,27,12,19,06,0.75,1.09,0.89,1.33, 8.5, 6.6, 6.4, 6.8, 160, 15.595,   0.076,    73
22,10,27,14,19,06,0.50,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 192, 14.347,   0.294,   121
22,10,27,16,19,06,0.42,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 164, 12.515,   0.197,   156
22,10,27,18,19,06,0.54,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 168, 12.167,   0.101,   228
22,10,27,20,19,06,0.82,0.94,0.85,1.06, 7.5, 5.6, 5.2, 5.9, 164, 13.083,   0.344,   299
22,10,27,22,19,06,0.64,0.69,0.62,-0.00, 7.5, 4.3, 3.4,-0.1, 168, 14.594,   0.268,   293
22,10,28,00,19,06,0.65,0.80,0.67,0.94, 8.5, 4.4, 4.4, 4.4, 186, 15.233,   0.049,   236
22,10,28,02,19,06,0.57,-0.00,-0.00,-0.00, 2.7,-0.1,-0.1,-0.1, 119, 14.501,   0.229,   117
22,10,28,04,19,06,0.20,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 168, 12.955,   0.193,   141
22,10,28,06,19,06,0.19,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1,  12, 12.567,   0.201,   213
22,10,28,08,19,06,0.27,-0.00,-0.00,-0.00, 2.7,-0.1,-0.1,-0.1,   4, 13.470,   0.317,   306
22,10,28,10,19,06,0.37,-0.00,-0.00,-0.00, 2.8,-0.1,-0.1,-0.1, 336, 15.020,   0.219,   292
22,10,28,12,19,06,0.24,-0.00,-0.00,-0.00, 6.1,-0.1,-0.1,-0.1, 192, 15.793,   0.064,   281
22,10,28,14,19,06,0.19,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 187, 15.151,   0.225,   126
22,10,28,16,19,06,0.14,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 172, 13.232,   0.267,   150
22,10,28,18,19,06,0.16,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 12.256,   0.173,   210
22,10,28,20,19,06,0.17,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 160, 12.722,   0.250,   284
22,10,28,22,19,06,0.14,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 156, 14.186,   0.274,   306
22,10,29,00,19,06,0.16,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 15.209,   0.109,   283
22,10,29,02,19,06,0.18,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 164, 15.056,   0.173,   117
22,10,29,04,19,06,0.16,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 148, 13.759,   0.240,   127
22,10,29,06,19,06,0.23,0.34,0.28,-0.00, 7.5, 4.8, 4.1,-0.1, 164, 12.647,   0.083,   183
22,10,29,08,19,06,0.22,-0.00,-0.00,-0.00, 5.6,-0.1,-0.1,-0.1, 160, 12.980,   0.210,   301
22,10,29,10,19,06,0.23,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 182, 14.423,   0.304,   304
22,10,29,12,19,06,0.20,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1,  36, 15.535,   0.167,   294
22,10,29,14,19,06,0.31,0.46,0.37,0.68, 9.8, 6.9, 6.4, 7.0, 172, 15.505,   0.117,   125
22,10,29,16,19,06,0.38,0.63,0.55,-0.00, 7.5, 6.4, 5.9,-0.1, 187, 14.098,   0.241,   117
22,10,29,18,19,06,0.22,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 168, 12.498,   0.194,   158
22,10,29,20,19,06,0.28,-0.00,-0.00,-0.00, 5.6,-0.1,-0.1,-0.1, 160, 12.366,   0.132,   265
22,10,29,22,19,06,0.33,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 164, 13.325,   0.307,   303
22,10,30,00,19,06,0.26,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 140, 14.719,   0.206,   303
22,10,30,02,19,06,0.39,0.54,0.43,0.68, 6.7, 6.9, 6.3, 7.4, 160, 15.094,   0.049,    97
22,10,30,04,19,06,0.28,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 176, 14.246,   0.213,   118
22,10,30,06,19,06,0.36,0.58,0.46,0.71, 7.5, 6.6, 6.7, 6.4, 176, 12.831,   0.115,   142
22,10,30,08,19,06,0.42,0.57,0.46,0.76, 6.7, 7.1, 6.8, 7.4, 176, 12.604,   0.105,   257
22,10,30,10,19,06,0.39,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 172, 13.553,   0.306,   305
22,10,30,12,19,06,0.30,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 181, 14.933,   0.273,   302
22,10,30,14,19,06,0.46,0.60,0.49,0.82, 6.7, 7.3, 6.8, 7.6, 168, 15.518,   0.021,   155
22,10,30,16,19,06,0.29,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 156, 14.785,   0.229,   117
22,10,30,18,19,06,0.25,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 186, 13.076,   0.212,   138
22,10,30,20,19,06,0.25,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 172, 12.317,   0.080,   198
22,10,30,22,19,06,0.47,0.67,0.55,0.81, 7.5, 6.4, 6.5, 6.9, 156, 12.807,   0.202,   298
22,10,31,00,19,06,0.31,-0.00,-0.00,-0.00, 6.7,-0.1,-0.1,-0.1, 176, 14.177,   0.345,   307
22,10,31,02,19,06,0.36,0.50,0.40,0.68, 7.5, 7.3, 6.5, 8.3, 172, 15.061,   0.112,   303
22,10,31,04,19,06,0.28,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 164, 14.858,   0.121,   109
22,10,31,06,19,06,0.26,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 164, 13.694,   0.220,   113
22,10,31,08,19,06,0.27,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 168, 12.795,   0.076,   186
22,10,31,10,19,06,0.36,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 152, 13.090,   0.189,   290
22,10,31,12,19,06,0.33,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 181, 14.412,   0.316,   295
22,10,31,14,19,06,0.41,0.54,0.44,0.75, 7.5, 6.3, 5.6, 6.4, 181, 15.346,   0.123,   291
22,10,31,16,19,06,0.49,0.62,0.50,0.91, 8.5, 6.4, 5.7, 7.6, 182, 15.303,   0.154,   120
22,10,31,18,19,06,0.43,0.65,0.57,0.72, 9.8, 6.0, 5.3, 5.4, 172, 14.046,   0.241,   131
22,10,31,20,19,06,0.38,0.50,0.41,0.78, 8.5, 6.2, 5.4, 8.0, 168, 12.633,   0.115,   171
22,10,31,22,19,06,0.36,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 172, 12.545,   0.144,   244
22,11,01,00,19,06,0.34,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 164, 13.426,   0.284,   300
22,11,01,02,19,06,0.36,-0.00,-0.00,-0.00, 7.5,-0.1,-0.1,-0.1, 182, 14.709,   0.217,   307
22,11,01,04,19,06,0.55,0.71,0.58,0.90, 7.5, 5.2, 4.8, 7.0, 164, 15.090,   0.048,   111
22,11,01,06,19,06,0.45,-0.00,-0.00,-0.00, 3.1,-0.1,-0.1,-0.1, 191, 14.423,   0.217,   116
22,11,01,08,19,06,0.35,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 171, 13.180,   0.096,   123
22,11,01,10,19,06,0.53,0.77,0.65,-0.00, 8.5, 5.2, 4.7,-0.1, 171, 12.851,   0.092,   263
22,11,01,12,19,06,0.53,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 167, 13.717,   0.242,   289
22,11,01,14,19,06,0.46,-0.00,-0.00,-0.00, 4.1,-0.1,-0.1,-0.1, 176, 14.845,   0.200,   297
22,11,01,16,19,06,0.56,0.73,0.59,0.98, 9.8, 6.7, 6.0, 5.5, 176, 15.384,   0.066,   303
22,11,01,18,19,06,0.36,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 176, 14.864,   0.154,   119
22,11,01,20,19,06,0.28,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 171, 13.331,   0.199,   136
22,11,01,22,19,06,0.30,-0.00,-0.00,-0.00, 8.5,-0.1,-0.1,-0.1, 171, 12.508,   0.161,   176
22,11,02,00,19,06,0.47,0.72,0.61,0.87, 8.5, 6.9, 6.2, 8.1, 175, 12.853,   0.234,   289
22,11,02,02,19,06,0.42,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 151, 14.123,   0.298,   296
22,11,02,04,19,06,0.39,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 147, 15.012,   0.177,   298
22,11,02,06,19,06,0.40,-0.00,-0.00,-0.00, 9.8,-0.1,-0.1,-0.1, 167, 14.905,   0.080,    82
